disadvantage_id,disadvantage_box_name,disadvantage_name,disadvantage_cost,disadvantage_type,disadvantage_description,disadvantage_source_book,disadvantage_source_page
DIS-098,TIMIDEZ SUAVE | -5,TIMIDEZ SUAVE,-5,Mental,"
- Você se sente desconfortável com pessoas estranhas por perto.
- Esta desvantagem existe em três níveis: Suave, Grave e Paralizante. Você deve representar sua timidez.
- Esta desvantagem pode ser recomprada à razão de um nível por vez.
- Timidez Suave: Um tanto desconfortável na presença de pessoas estranhas, especialmente se elas forem agressivas ou atraentes. Todas as perícias que o obrigam a lidar com o público (especialmente Dissimulação, Trovador, Boemia, Diplomacia, Lábia, Liderança, Comércio, Política, Trato Social, Sex-Appeal e Pedagogia) estarão submetidas a um redutor de -1.",Módulo Básico,37
DIS-099,VERACIDADE | -5,VERACIDADE,-5,Mental,"
- Você odeia dizer uma mentira ou o faz muito mal.
- Para conseguir se manter calado sobre a uma verdade desconfortável (mentir por omissão), você precisa de um sucesso em um teste de Vontade.
- Para chegar a realmente dizer uma mentira o teste precisará ser feito com um redutor de -5.
- Uma falha significará que você deixou escapar a verdade ou gaguejou tanto que sua mentira ficou óbvia. (Se alguém estiver usando Detecção de Mentiras em você, haverá um redutor adicional de -5.)",Módulo Básico,37
DIS-100,VONTADE -1 | -8,VONTADE -1,-8,Mental,"
- Você é facilmente persuadido, atemorizado, intimidado, coagido, tentado, etc.
- Para cada nível adotado, seu atributo IQ será efetivamente diminuído em 1 ponto sempre que você fizer um teste de Vontade, inclusive tentativas de resistir à Diplomacia, Lábia, Sex-appeal, Interrogatório, Hipnotismo ou tentativas mágicas ou psíquicas de assumir o comando, ler ou influenciar sua mente.
- A Vontade Fraca também afetaas tentativas de controlar fobias, resistir à magia hostil, fazer Verificação de Pânico (veja pág. 93) e evitar ceder a um vício, comportamento furioso e coisas similares.
- Um personagem não pode ter simultaneamente Força de Vontade e Vontade Fraca.",Módulo Básico,37
DIS-101,VONTADE -2 | -16,VONTADE -2,-16,Mental,"
- Você é facilmente persuadido, atemorizado, intimidado, coagido, tentado, etc.
- Para cada nível adotado, seu atributo IQ será efetivamente diminuído em 1 ponto sempre que você fizer um teste de Vontade, inclusive tentativas de resistir à Diplomacia, Lábia, Sex-appeal, Interrogatório, Hipnotismo ou tentativas mágicas ou psíquicas de assumir o comando, ler ou influenciar sua mente.
- A Vontade Fraca também afetaas tentativas de controlar fobias, resistir à magia hostil, fazer Verificação de Pânico (veja pág. 93) e evitar ceder a um vício, comportamento furioso e coisas similares.
- Um personagem não pode ter simultaneamente Força de Vontade e Vontade Fraca.",Módulo Básico,37
DIS-102,VONTADE -3 | -24,VONTADE -3,-24,Mental,"
- Você é facilmente persuadido, atemorizado, intimidado, coagido, tentado, etc.
- Para cada nível adotado, seu atributo IQ será efetivamente diminuído em 1 ponto sempre que você fizer um teste de Vontade, inclusive tentativas de resistir à Diplomacia, Lábia, Sex-appeal, Interrogatório, Hipnotismo ou tentativas mágicas ou psíquicas de assumir o comando, ler ou influenciar sua mente.
- A Vontade Fraca também afetaas tentativas de controlar fobias, resistir à magia hostil, fazer Verificação de Pânico (veja pág. 93) e evitar ceder a um vício, comportamento furioso e coisas similares.
- Um personagem não pode ter simultaneamente Força de Vontade e Vontade Fraca.",Módulo Básico,37
DIS-103,VONTADE -4 | -32,VONTADE -4,-32,Mental,"
- Você é facilmente persuadido, atemorizado, intimidado, coagido, tentado, etc.
- Para cada nível adotado, seu atributo IQ será efetivamente diminuído em 1 ponto sempre que você fizer um teste de Vontade, inclusive tentativas de resistir à Diplomacia, Lábia, Sex-appeal, Interrogatório, Hipnotismo ou tentativas mágicas ou psíquicas de assumir o comando, ler ou influenciar sua mente.
- A Vontade Fraca também afetaas tentativas de controlar fobias, resistir à magia hostil, fazer Verificação de Pânico (veja pág. 93) e evitar ceder a um vício, comportamento furioso e coisas similares.
- Um personagem não pode ter simultaneamente Força de Vontade e Vontade Fraca.",Módulo Básico,37
DIS-104,VONTADE -5 | -40,VONTADE -5,-40,Mental,"
- Você é facilmente persuadido, atemorizado, intimidado, coagido, tentado, etc.
- Para cada nível adotado, seu atributo IQ será efetivamente diminuído em 1 ponto sempre que você fizer um teste de Vontade, inclusive tentativas de resistir à Diplomacia, Lábia, Sex-appeal, Interrogatório, Hipnotismo ou tentativas mágicas ou psíquicas de assumir o comando, ler ou influenciar sua mente.
- A Vontade Fraca também afetaas tentativas de controlar fobias, resistir à magia hostil, fazer Verificação de Pânico (veja pág. 93) e evitar ceder a um vício, comportamento furioso e coisas similares.
- Um personagem não pode ter simultaneamente Força de Vontade e Vontade Fraca.",Módulo Básico,37
DIS-105,VOTO | -10,VOTO,-10,Mental,"
- Você fez um juramento de que faria (ou não faria) uma determinada coisa.
- Esta desvantagem é especialmente adequada para cavaleiros, homens santos e fanáticos.
- Lembre-se que, qualquer que seja o voto, você o levará a sério. Se você não agir assim, ele não será uma desvantagem.
- O valor preciso de um voto é decidido pelo Mestre, mas deveria estar diretamente relacionado ao transtorno que ele causa ao personagem.
- Se você fizer um “voto de pobreza” você não poderá receber também os pontos por ser falido. Nem poderá, também, fazer um voto de nunca matar e receber os pontos pelo Pacifismo “Incapaz de Matar”... e assim por diante.
- A maioria dos votos termina depois de um determinado período de tempo. Você deverá recomprar os pontos devidos ao voto quando isto acontecer. Votos por períodos menores que um ano são frívolos. O Mestre deverá exigir uma penalidade, se um personagem desejar abandonar um voto antes do tempo determinado. Num cenário medieval, por exemplo, uma busca ou outra penitência seria apropriado (uma busca pode, por si só, ser um voto).
- Voto: Não usar armas afiadas; ficar em silêncio todo o tempo, nunca dormir sob um teto, não possuir nada além do que o cavalo pode carregar.",Módulo Básico,37
DIS-106,VOTO GRAVE | -15,VOTO GRAVE,-15,Mental,"
- Você fez um juramento de que faria (ou não faria) uma determinada coisa.
- Esta desvantagem é especialmente adequada para cavaleiros, homens santos e fanáticos.
- Lembre-se que, qualquer que seja o voto, você o levará a sério. Se você não agir assim, ele não será uma desvantagem.
- O valor preciso de um voto é decidido pelo Mestre, mas deveria estar diretamente relacionado ao transtorno que ele causa ao personagem.
- Se você fizer um “voto de pobreza” você não poderá receber também os pontos por ser falido. Nem poderá, também, fazer um voto de nunca matar e receber os pontos pelo Pacifismo “Incapaz de Matar”... e assim por diante.
- A maioria dos votos termina depois de um determinado período de tempo. Você deverá recomprar os pontos devidos ao voto quando isto acontecer. Votos por períodos menores que um ano são frívolos. O Mestre deverá exigir uma penalidade, se um personagem desejar abandonar um voto antes do tempo determinado. Num cenário medieval, por exemplo, uma busca ou outra penitência seria apropriado (uma busca pode, por si só, ser um voto).
- Voto Grave: Nunca recusar nenhum pedido de ajuda, sempre lutar com a mão trocada, caçar um inimigo até destruílo, desafiar todos os cavaleiros que encontrar para um combate.",Módulo Básico,37
DIS-107,VOTO LEVE | -5,VOTO LEVE,-5,Mental,"
- Você fez um juramento de que faria (ou não faria) uma determinada coisa.
- Esta desvantagem é especialmente adequada para cavaleiros, homens santos e fanáticos.
- Lembre-se que, qualquer que seja o voto, você o levará a sério. Se você não agir assim, ele não será uma desvantagem.
- O valor preciso de um voto é decidido pelo Mestre, mas deveria estar diretamente relacionado ao transtorno que ele causa ao personagem.
- Se você fizer um “voto de pobreza” você não poderá receber também os pontos por ser falido. Nem poderá, também, fazer um voto de nunca matar e receber os pontos pelo Pacifismo “Incapaz de Matar”... e assim por diante.
- A maioria dos votos termina depois de um determinado período de tempo. Você deverá recomprar os pontos devidos ao voto quando isto acontecer. Votos por períodos menores que um ano são frívolos. O Mestre deverá exigir uma penalidade, se um personagem desejar abandonar um voto antes do tempo determinado. Num cenário medieval, por exemplo, uma busca ou outra penitência seria apropriado (uma busca pode, por si só, ser um voto).
- Voto Leve:  Voto de silêncio durante o dia, vegetarianismo, castidade (é isso sim! Para efeito de jogo este é um voto de pouca importância.).",Módulo Básico,37
DIS-108,VOTO TRIVIAL | -1,VOTO TRIVIAL,-1,Mental,"
- Você fez um juramento de que faria (ou não faria) uma determinada coisa.
- Esta desvantagem é especialmente adequada para cavaleiros, homens santos e fanáticos.
- Lembre-se que, qualquer que seja o voto, você o levará a sério. Se você não agir assim, ele não será uma desvantagem.
- O valor preciso de um voto é decidido pelo Mestre, mas deveria estar diretamente relacionado ao transtorno que ele causa ao personagem.
- Se você fizer um “voto de pobreza” você não poderá receber também os pontos por ser falido. Nem poderá, também, fazer um voto de nunca matar e receber os pontos pelo Pacifismo “Incapaz de Matar”... e assim por diante.
- A maioria dos votos termina depois de um determinado período de tempo. Você deverá recomprar os pontos devidos ao voto quando isto acontecer. Votos por períodos menores que um ano são frívolos. O Mestre deverá exigir uma penalidade, se um personagem desejar abandonar um voto antes do tempo determinado. Num cenário medieval, por exemplo, uma busca ou outra penitência seria apropriado (uma busca pode, por si só, ser um voto).
- Voto Trivial (uma peculiaridade): Sempre usar vermelho; nunca ingerir álcool, tratar todas as damas com cortesia; doar 10% de sua renda para uma igreja.",Módulo Básico,37
DIS-109,SENSO DO DEVER | -10,SENSO DO DEVER,-10,Mental,"
- Esta desvantagem é diferente de um dever de verdade.
- Um Dever pode ser imposto a você. O Senso do Dever vem de dentro.
- Não é, também, a mesma coisa que Honestidade (v. pág. 33). Uma pessoa desonesta pode ter um senso do dever. Robin Hood era desones- to; ele roubava! Mas tinha um forte Senso do Dever com relação a seus homens e aos pobres de sua região.
-Se você sente um dever para com alguma pessoa, nunca a trairá ou abandonará quando ela estiver enfrentando um problema, nem deixará que ela sofra ou passe fome, se você puder ajudar.
- Se você for conhecido por ter Senso do Dever, a reação das outras pessoas com relação a você terá um bônus de +2, por confiarem em você numa situação de perigo.
- Se você tiver senso de dever e agir contra ele, agindo contra os interesses daqueles por quem supostamente você sente este dever, o Mestre o penalizará por má atuação.
- O jogador define o grupo pelo qual o personagem terá seu senso de dever e o GM transformará isto em pontos.
- Exemplos: apenas com relação aos companheiros e amigos íntimos (-5 pontos); com relação a uma nação ou um grupo grande de pessoas (-10 pontos); com relação a todas as pessoas que você conhece pessoalmente (-10 pontos); com relação a toda a humanidade (-15 pontos) ou todos os seres vivos (-20 pontos... e você será um santo muito difícil de suportar).",Módulo Básico,39
DIS-110,SENSO DO DEVER GRAVE | -15,SENSO DO DEVER GRAVE,-15,Mental,"
- Esta desvantagem é diferente de um dever de verdade.
- Um Dever pode ser imposto a você. O Senso do Dever vem de dentro.
- Não é, também, a mesma coisa que Honestidade (v. pág. 33). Uma pessoa desonesta pode ter um senso do dever. Robin Hood era desones- to; ele roubava! Mas tinha um forte Senso do Dever com relação a seus homens e aos pobres de sua região.
-Se você sente um dever para com alguma pessoa, nunca a trairá ou abandonará quando ela estiver enfrentando um problema, nem deixará que ela sofra ou passe fome, se você puder ajudar.
- Se você for conhecido por ter Senso do Dever, a reação das outras pessoas com relação a você terá um bônus de +2, por confiarem em você numa situação de perigo.
- Se você tiver senso de dever e agir contra ele, agindo contra os interesses daqueles por quem supostamente você sente este dever, o Mestre o penalizará por má atuação.
- O jogador define o grupo pelo qual o personagem terá seu senso de dever e o GM transformará isto em pontos.
- Exemplos: apenas com relação aos companheiros e amigos íntimos (-5 pontos); com relação a uma nação ou um grupo grande de pessoas (-10 pontos); com relação a todas as pessoas que você conhece pessoalmente (-10 pontos); com relação a toda a humanidade (-15 pontos) ou todos os seres vivos (-20 pontos... e você será um santo muito difícil de suportar).",Módulo Básico,39
DIS-111,SENSO DO DEVER LEVE | -5,SENSO DO DEVER LEVE,-5,Mental,"
- Esta desvantagem é diferente de um dever de verdade.
- Um Dever pode ser imposto a você. O Senso do Dever vem de dentro.
- Não é, também, a mesma coisa que Honestidade (v. pág. 33). Uma pessoa desonesta pode ter um senso do dever. Robin Hood era desones- to; ele roubava! Mas tinha um forte Senso do Dever com relação a seus homens e aos pobres de sua região.
-Se você sente um dever para com alguma pessoa, nunca a trairá ou abandonará quando ela estiver enfrentando um problema, nem deixará que ela sofra ou passe fome, se você puder ajudar.
- Se você for conhecido por ter Senso do Dever, a reação das outras pessoas com relação a você terá um bônus de +2, por confiarem em você numa situação de perigo.
- Se você tiver senso de dever e agir contra ele, agindo contra os interesses daqueles por quem supostamente você sente este dever, o Mestre o penalizará por má atuação.
- O jogador define o grupo pelo qual o personagem terá seu senso de dever e o GM transformará isto em pontos.
- Exemplos: apenas com relação aos companheiros e amigos íntimos (-5 pontos); com relação a uma nação ou um grupo grande de pessoas (-10 pontos); com relação a todas as pessoas que você conhece pessoalmente (-10 pontos); com relação a toda a humanidade (-15 pontos) ou todos os seres vivos (-20 pontos... e você será um santo muito difícil de suportar).",Módulo Básico,39
DIS-112,SENSO DO DEVER MUITO GRAVE | -20,SENSO DO DEVER MUITO GRAVE,-20,Mental,"
- Esta desvantagem é diferente de um dever de verdade.
- Um Dever pode ser imposto a você. O Senso do Dever vem de dentro.
- Não é, também, a mesma coisa que Honestidade (v. pág. 33). Uma pessoa desonesta pode ter um senso do dever. Robin Hood era desones- to; ele roubava! Mas tinha um forte Senso do Dever com relação a seus homens e aos pobres de sua região.
-Se você sente um dever para com alguma pessoa, nunca a trairá ou abandonará quando ela estiver enfrentando um problema, nem deixará que ela sofra ou passe fome, se você puder ajudar.
- Se você for conhecido por ter Senso do Dever, a reação das outras pessoas com relação a você terá um bônus de +2, por confiarem em você numa situação de perigo.
- Se você tiver senso de dever e agir contra ele, agindo contra os interesses daqueles por quem supostamente você sente este dever, o Mestre o penalizará por má atuação.
- O jogador define o grupo pelo qual o personagem terá seu senso de dever e o GM transformará isto em pontos.
- Exemplos: apenas com relação aos companheiros e amigos íntimos (-5 pontos); com relação a uma nação ou um grupo grande de pessoas (-10 pontos); com relação a todas as pessoas que você conhece pessoalmente (-10 pontos); com relação a toda a humanidade (-15 pontos) ou todos os seres vivos (-20 pontos... e você será um santo muito difícil de suportar).",Módulo Básico,39
