skill_id,skill_box_name,skill_name,skill_category,skill_type,skill_difficulty,skill_base_status,skill_pre_defined_level,skill_source_book,skill_source_page,skill_description,skill_prerequisite,skill_parry_modifier
SKILL-205,COMÉRCIO - M|M,COMÉRCIO,Sociais,M,M,IQ,"
- IQ -5",Módulo Básico,64,"
- Esta é a perícia no trato comercial, comprando e vendendo mercadorias. Ela envolve um talento para vendas, compreensão das práticas comerciais e psicologia.
- No caso de um sucesso em um teste de habilidade, um Comerciante será capaz (entre outras coisas) de, em termos de sua cultura, avaliar um bem, descobrir onde um determinado artigo é comprado ou vendido, descobrir o valor local de mercado de qualquer artigo, etc.
- Modificadores: -3 se o artigo for ilegal, a menos que ele tenha Manha num nível 12+, ou seja especializado neste tipo de material.
- Um comerciante em uma região estranha estará sob um redutor (-2 a -6 conforme a vontade do Mestre) até ter tempo de se familiarizar com os preços e costumes do lugar.
- Um comerciante pode se especializar (v. pág. 43) em algum tipo de mercadoria. Neste caso, ele terá um bônus de +5 quando estiver negociando com este tipo de mercadoria e um redutor de -1 quando não.
- Quando dois comerciantes estiverem barganhando, o Mestre poderá resolver a situação rapidamente, fazendo uma Disputa de Habilidades entre os dois. O vencedor somará ou diminuirá 10% do preço de mercado, dependendo se ele estava tentando vender ou comprar.
- Um personagem que tenha esta perícia em qualquer nível, recebe um bônus de +1 em todos os testes de reação quando estiver negociando.
- Um personagem que tenha esta perícia num nível maior ou igual a 20, tem um bônus de +2.",,
SKILL-206,ATUAÇÃO - M|M,ATUAÇÃO,Sociais,M,M,IQ,"
- IQ -5
- DISSIMULAÇÃO -2
- TROVADOR -2",Módulo Básico,64,"
- Esta é a habilidade de atuar num palco ou na tela.
- Ela é diferente de Dissimulação pelo fato de você estar tentando entreter as pessoas, mas não necessariamente enganá-las.
- Se esta perícia for estudada, ela incluirá também o conhecimento profissional do tipo de atuação apropriado para o período (direção de cena, relação entre ator/agente/produtor, tipos de câmera, etc...).",,
SKILL-207,TRATO SOCIAL - M|F,TRATO SOCIAL,Sociais,M,F,IQ,"
- IQ -4",Módulo Básico,64,"
- Esta é a perícia das “boas maneiras” (seja lá o que elas forem em sua cultura). Será necessário um sucesso num teste de habilidade para se dar bem na alta sociedade (faça um teste para cada festa ou encontro).
- Um sucesso poderá também detectar alguém que esteja fingindo ter um bom berço ou uma boa posição social.
- Em qualquer situação envolvendo “Alta Sociedade” que exija um teste de reação, poderemos substituí-lo por um teste de Trato Social; todos os modificadores de reação, deverão ser aplicados.
- Um sucesso significará uma reação “Boa”, enquanto que uma falha dará uma reação “Ruim”. Modificadores: +2 se você tiver uma posição social mais alta do que o NPC que está tentando impressionar; -2 se seu Status social for menor; +2 se parecer que você tem amigos importantes; -2 ou pior se a cultura for muito diferente da sua (-6 seria adequado no caso de uma cultura alienígena).
- Pode vir a ser difícil, também, tentar fazer-se passar por alguém que pertença a uma classe social muito distanciada da sua. Um príncipe teria um bocado de trabalho para se caracterizar como um plebeu pobretão, e vice-versa.
- Em geral, é necessário fazer um teste de Trato Social a cada vez que se pretender personificar alguém que esteja a 3 níveis sociais acima ou abaixo do seu.
- Além disso, se seu nível social ""inato"" for negativo, e você estriver tentado se fazer passar por alguém de nível maior ou igual a 1, ou vice-versa, o teste de Trato Social estará submetido a um redutor de -2.",,
SKILL-208,SEX-APPEAL - M|M,SEX-APPEAL,Sociais,M,M,HT,"
- HT -3",Módulo Básico,64,"
- Esta é a capacidade de impressionar o sexo oposto. Ela pode ser estudada somente nas horas de folga (um máximo de 3 horas por dia), a menos que você faça parte de um harém ou coisa parecida.
- O Sex Appeal tem tanto a ver com suas atitudes, quanto com a aparência.
- Se não desejar “seduzir” alguém para obter o que quer, você não terá, nem desejará, este talento.
- Modificador: +2 se tiver a Vantagem da Voz Melodiosa. Dobre todas as Desvantagens relacionadas com a aparência física.
- Se for necessário um teste de reação em qualquer encontro com o sexo oposto, você poderá substituí-lo por um teste de Sex-Appeal. Veja Testes de Influência, na pág. 93.
- Um sucesso significará uma reação “Muito Boa”. Uma falha indicará uma reação “Ruim” ou pior.
- Normalmente, permite-se apenas uma tentativa por “vítima”, apesar de que o Mestre poderia permitir-lhe uma nova tentativa depois de algumas semanas.",,
SKILL-209,ESTRATÉGIA | TERRESTRE - M|D,ESTRATÉGIA | TERRESTRE,Sociais,M,D,IQ,"
- IQ -6
- TÁTICA -6
- DEMAIS ESTRATÉGIAS -4",Módulo Básico,64,"
- Esta é a habilidade de planejar ações militares e prever as do inimigo. Normalmente é ensinada apenas por militares.
- Um sucesso em um teste de habilidade lhe permitirá deduzir os planos militares do inimigo, a menos que eles sejam liderados por alguém que tenha esta perícia. Neste caso, o Mestre deverá fazer uma Disputa de Habilidades entre os 2 estrategistas. Se o personagem do jogador perder, ele fará uma conjectura errada (i.e., o Mestre lhe dará informações erradas) acerca dos planos inimigos.
- A quantidade de informação conseguida dependerá de quão bom foi o seu resultado no teste, mas não da qualidade dos planos do inimigo.
- Um estrategista deve se especializar (pág. 43) em um tipo de estratégia. Os tipos importantes são: terrestre, naval e aérea.
- As unidades específicas que estão sendo comandadas são menos importantes; na pior das hipóteses, um estrategista planejando o uso de unidades de um outro país ou NT poderá ter um redutor de -1 ou -2, se ele tiver informações precisas acerca de suas aptidões.",,
SKILL-210,ESTRATÉGIA | NAVAL - M|D,ESTRATÉGIA | NAVAL,Sociais,M,D,IQ,"
- IQ -6
- TÁTICA -6
- DEMAIS ESTRATÉGIAS -4",Módulo Básico,64,"
- Esta é a habilidade de planejar ações militares e prever as do inimigo. Normalmente é ensinada apenas por militares.
- Um sucesso em um teste de habilidade lhe permitirá deduzir os planos militares do inimigo, a menos que eles sejam liderados por alguém que tenha esta perícia. Neste caso, o Mestre deverá fazer uma Disputa de Habilidades entre os 2 estrategistas. Se o personagem do jogador perder, ele fará uma conjectura errada (i.e., o Mestre lhe dará informações erradas) acerca dos planos inimigos.
- A quantidade de informação conseguida dependerá de quão bom foi o seu resultado no teste, mas não da qualidade dos planos do inimigo.
- Um estrategista deve se especializar (pág. 43) em um tipo de estratégia. Os tipos importantes são: terrestre, naval e aérea.
- As unidades específicas que estão sendo comandadas são menos importantes; na pior das hipóteses, um estrategista planejando o uso de unidades de um outro país ou NT poderá ter um redutor de -1 ou -2, se ele tiver informações precisas acerca de suas aptidões.",,
SKILL-211,ESTRATÉGIA | AÉREA - M|D,ESTRATÉGIA | AÉREA,Sociais,M,D,IQ,"
- IQ -6
- TÁTICA -6
- DEMAIS ESTRATÉGIAS -4",Módulo Básico,64,"
- Esta é a habilidade de planejar ações militares e prever as do inimigo. Normalmente é ensinada apenas por militares.
- Um sucesso em um teste de habilidade lhe permitirá deduzir os planos militares do inimigo, a menos que eles sejam liderados por alguém que tenha esta perícia. Neste caso, o Mestre deverá fazer uma Disputa de Habilidades entre os 2 estrategistas. Se o personagem do jogador perder, ele fará uma conjectura errada (i.e., o Mestre lhe dará informações erradas) acerca dos planos inimigos.
- A quantidade de informação conseguida dependerá de quão bom foi o seu resultado no teste, mas não da qualidade dos planos do inimigo.
- Um estrategista deve se especializar (pág. 43) em um tipo de estratégia. Os tipos importantes são: terrestre, naval e aérea.
- As unidades específicas que estão sendo comandadas são menos importantes; na pior das hipóteses, um estrategista planejando o uso de unidades de um outro país ou NT poderá ter um redutor de -1 ou -2, se ele tiver informações precisas acerca de suas aptidões.",,
SKILL-212,TÁTICA - M|D,TÁTICA,Sociais,M,D,IQ,"
- IQ -6
- ESTRATÉGIA -6",Módulo Básico,64,"
- Esta é a habilidade de adivinhar as intenções do inimigo quando a luta for homem-a-homem ou em pequenos grupos. Normalmente é ensinada apenas por militares.
- Um sucesso em um teste de Tática poderá dar (a critério do Mestre) informações sobre os planos imediatos do inimigo.
- Se você tiver estudado esta perícia, terá um bônus de +1 em testes de iniciativa. Se seu NH em Tática for maior ou igual a 20, você terá um bônus de +2 nos testes de iniciativa.",,
SKILL-213,PEDAGOGIA - M|M,PEDAGOGIA,Sociais,M,M,IQ,"
- IQ -5",Módulo Básico,64,"
- É a habilidade em ensinar outras pessoas. Para poder ensinar alguém, você precisa conhecer a perícia que está sendo estudada num nível maior do que o de seu aluno.
- Para fins de jogo, qualquer um com um nível maior ou igual a 12 deveria poder agir como um professor na maioria das situações.
- Se for vital para a aventura que um assunto difícil seja ensinado a alguém, deverá ser exigido um teste.
- Se houver alguma barreira de língua, o Mestre também deverá fazer testes para verificar se o professor e o aluno estão se comunicando convenientemente.",,
SKILL-214,CAMUFLAGEM - M|F,CAMUFLAGEM,Ladrões e Espiões,M,F,IQ,"
- IQ -4
- SOBREVIVÊNCIA -2",Módulo Básico,65,"
- Esta é a perícia no uso de elementos naturais e/ou pintura para se disfarçar e esconder sua posição, equipamento, etc
-  Para determinar se a camuflagem foi bem feita, deve-se fazer uma Disputa de Habilidades (Visão vs. Camuflagem).
- Dependendo das circunstâncias, a camuflagem poderá esconder seu objetivo inteiramente ou apenas tornar indistinto o seu contorno, para fazê-lo mais difícil de atingir (redutor de -1 no NH do atacante).
- A Camuflagem não melhorará seu teste de Furtividade, mas se você estiver bem camuflado, seu inimigo poderá não vê-lo, mesmo depois de uma falha num teste de Furtividade.
- O nível básico da perícia deve ser usado para se esconder: Quanto maior for o objeto que se está escondendo, maior deverá ser o redutor.
- Use o inverso dos modificadores de Tamanho na Tabela de Armas de Longo Alcance.",,
SKILL-215,DEMOLIÇÃO - M|M,DEMOLIÇÃO,Ladrões e Espiões,M,M,IQ,"
- IQ -5
- ENGENHARIA -3",Módulo Básico,65,"
- Esta é a habilidade de explodir coisas. Toda vez que você for usar explosivos, será necessário um teste de Demolição. São necessários de 15 a 60 minutos para instalar explosivos de maneira adequada e detoná-los.
- Um sucesso em um teste de habilidade significa que tudo foi bem.
- Uma falha indicará que você cometeu um engano; quanto pior o esultado do teste, pior o erro. Um resultado muito ruim com uma carga perto de você poderá mandá-lo pelos ares.
- Modificadores: -3 para um equipamento desconhecido; -2 se estiver com pressa; +2 se você tiver todo o tempo do mundo.
- Quando estiver montando uma armadilha explosiva, use esta perícia ao invés da perícia Armadilhas. Haverá um redutor de -2 quando estiver montando um estopim numa armadilha tipo mina. Se você for um engenheiro de algum modo relacionado com explosivos (ex.: mineração, militar, etc...) poderá usar sua perícia Engenharia ao invés de Demolição, sem qualquer penalidade.
- A demolição subaquática é uma perícia independente.",,
SKILL-216,DETECÇÃO DE MENTIRAS - M|D,DETECÇÃO DE MENTIRAS,Ladrões e Espiões,M,D,IQ,"
- IQ -6
- PSICOLOGIA -4",Módulo Básico,65,"
- Esta é a capacidade de dizer se alguém está mentindo ou não. Não é a mesma coisa que Interrogatório; a Detecção de Mentiras funciona em situações informais e sociais.
- Quando você pedir para usar esta perícia, o Mestre fará uma Disputa Rápida de Habilidades entre sua Detecção de Mentiras e a IQ de seu alvo (ou Lábia, ou Dissimulação). Se você vencer, o Mestre lhe dirá se ele estava mentindo. Se você perder, o Mestre mentirá acerca da veracidade do que lhe diziam, ou dirá apenas “Você não tem como saber”.
- Modificadores: +4 se tiver a vantagem da Empatia. O Mestre poderá impor um redutor se o mentiroso for de uma outra espécie (normalmente -2), exceto quando o inquiridor estiver muito familiarizado com a espécie.",,
SKILL-217,DISFARCE - M|M,DISFARCE,Ladrões e Espiões,M,M,IQ,"
- IQ -5",Módulo Básico,65,"
- Esta é a habilidade de se fazer parecer com uma outra pessoa, através do uso de roupas, maquiagem, etc. São necessários 30 a 60 minutos para preparar um bom disfarce.
- Faça uma Disputa Rápida de Habilidades (normalmente Disfarce vs. IQ) para cada pessoa (ou grupo) que seu disfarce precisa enganar.
- Pessoas com perícias profissionais na área de Poderes Legais ou espionagem podem usar estas perícias no lugar de IQ, quando estiverem tentando desmascarar um impostor.
- Modificadores: +2 se você tiver todos aqueles pós e pinturas à disposição (não ajuda no caso de um teste com nível pré-definido): -1 a -5 (a cargo do Mestre) para se disfarçar em alguém muito diferente de você. Se tiver uma aparência muito díspar, ela também diminuirá seu NH efetivo em 1 a 5 pontos (opção do Mestre).
- Grupos grandes de pessoas poderão requerer vários testes de habilidade (novamente opção do Mestre).
- Note que um disfarce rápido (vestir um jaleco quando você entra num laboratório, por exemplo) não exige teste de habilidade, mas enganará apenas inimigos distraídos.
- Se você associar Dissimulação (pág. 62) com Disfarce (i.e., quando você muda seu rosto e sua personalidade), será necessário fazer apenas um teste para cada pessoa ou grupo (mas ele deve ser o mais difícil dos dois).",,
SKILL-218,FUGA - F|D,FUGA,Ladrões e Espiões,F,D,DX,"
- DX -4",Módulo Básico,65,"
- Esta é a habilidade em se soltar de cordas, algemas e atilhos semelhantes.
- A primeira tentativa de escapar leva 1 minuto; cada tentativa subseqüente levará 10 minutos.
- Modificadores: Quanto mais cuidadosamente você estiver preso, maior será o redutor que o Mestre aplicará ao teste: No caso de algemas modernas, por exemplo, o redutor seria igual a -5.
- Se você tiver a vantagem “Ultra-flexibilidade das Juntas” (pág. 20), terá um bônus de +3 nesta perícia.",,
SKILL-219,FALSIFICAÇÃO - M|D,FALSIFICAÇÃO,Ladrões e Espiões,M,D,IQ,"
- IQ -6
- DX -8
- ARTISTA -5",Módulo Básico,65,"
- Esta é a habilidade de falsificar uma cédula, passaporte ou outro documento similar. Ela não é ensinada a não ser por organizações de espionagem e pelo submundo, apesar de que você sempre pode estudá-la sozinho.
- Será necessário um teste de habilidade toda vez que um documento falsificado que você está usando for inspecionado (a menos que você consiga um sucesso decisivo na primeira tentativa).
- A produção real de um documento pode levar dias, se não semanas.
- Modificadores: -5 se você não tiver acesso a boas tintas e equipamentos; -5 se não tiver um modelo; +3 se estiver somente alterando um documento genuíno, ao invés de fazer um novo. O Mestre pode também impor modificadores dependendo do rigor da inspeção pela qual o documento passará; uma verificação rotineira em uma fronteira, por exemplo, teria um bônus de +5.
- Note que também é necessário coordenação e boa visão. Haverá um redutor de -1 para cada ponto que sua DX for menor do que 10.",,
SKILL-220,OCULTAMENTO - M|M,OCULTAMENTO,Ladrões e Espiões,M,M,IQ,"
- IQ -5
- PRESTIDIGITAÇÃO -3",Módulo Básico,66,"Esta é a habilidade de esconder objetos em seu corpo ou no de outras pessoas (normalmente com a cooperação delas). É também a habilidade de encontrar estes objetos escondidos por outrem.

Detecção
Encontrar um objeto escondido em uma pessoa é uma Disputa deHabilidades; o resultado do teste de Visão (ou perícia Ocultamento +/-modificadores de Visão) daquele que procura vs. a perícia Ocultamento de quem escondeu. O Mestre deverá impor modificadores conforme as circunstâncias. Exemplo: o “procurador” estará submetido a um redutor de -5 se ele
não estiver especificamente à procura do objeto escondido, ou de -2 se ele estiver olhando rapidamente para uma quantidade grande de pessoas conforme elas passam. As disputas deveriam ser realizadas em segredo e uma resposta do tipo “Você não vê a arma que ele tem debaixo do paletó”, acabaria por invalidá-la.
Faça um teste em separado para cada objeto escondido. “Procuradores” que venham porventura a encontrar um objeto, normalmente não desconfiarão da existência de outros.
Todas as partes do corpo humano podem ser usadas para esconder armas (incluindo a parte interna. Esta é a razão pela qual os prisioneiros são submetidos a uma RCC quando chegam a um presídio). Uma revista do tipo “mãos-para-o-alto-e-apalpação-da-pessoa-revistada” leva um minuto. Num caso destes há um bônus de +1 para o procurador. Uma revista minuciosa das roupas e cabelos de uma pessoa exige 3 minutos e dá um bônus de +3. Uma revista completa, incluindo cavidades corporais, leva 5 minutos e dá um bônus igual a +5. Um aparelho de raio-X (ou similar) dá um bônus adicional de +5 numa tentativa de detectar objetos contendo algum tipo de metal.
Se houver mais de uma pessoa fazendo a revista, o Mestre deverá fazer uma disputa de habilidades para cada um dos revistadores.
O Mestre tem toda a liberdade para omitir os testes desnecessários; nenhum ser humano é capaz de fazer uma espingarda passar por uma revista. Do mesmo modo, é praticamente impossível encontrar uma faca ou uma jóia em uma pessoa vestida normalmente sem um teste de raio-X ou uma revista completa. Em geral, se o bônus líquido no teste for maior ou igual a +3, será necessário uma revista completa. Se o redutor devido ao tamanho for igual a -2 (ou pior), uma revista completa automaticamente achará o objeto escondido.

Ocultação
O tamanho e a forma do objeto determinam a possibilidade de ocultá-lo. Alguns exemplos:
- +6: Uma pedra preciosa do tamanho de uma ervilha; um selo.
- +5: Uma gazua; uma jóia grande; uma moeda pequena. Em NT8+: um disco de computador; uma carta.
- +4: Um conjunto de gazuas; uma adaga; uma moeda grande.
- +3: Um disquete do séc. XX ou CD sem o estojo.
- +2: Uma faca pequena, um revólver comum pequeno (ex. Baby Browning).
- +1: Uma faca grande; um estilingue.
- 0: Uma pistola média (ex.: Luger).
- -1: Uma arma grande (ex.: Colt).
- -2: Uma pistola grande; uma espada pequena.
- -3: Uma granada de mão.
- -4: Um montante.
- -5: Uma submetralhadora Thompson; uma cimitarra.

As roupas também afetam o nível de habilidade efetivo. Uma freira Carmelita vestindo um hábito completo (bônus de +5) seria capaz de passar uma bazuca ou um machado em uma revista visual. Uma corista de Las Vegas em trajes de trabalho (redutor de -5) teria problemas em esconder até mesmo uma adaga. É claro que a corista poderia escapar à revista (a menos que a guarda estivesse completamente entediada) porque ela obviamente não poderia esconder nada naquela roupa. A nudez completa impõe um redutor de -7 e roupas desenhadas especialmente para esconder objetos podem ter um bônus de até +4.
Um coldre executado de maneira adequada pode ajudar a esconder uma arma. Um coldre feito sob medida custa aproximadamente $200 e dá um bônus de +2 no NH de Ocultamento para a arma que ele contém. Um bom coldre axilar fabricado comercialmente custará $100 e dará um bônus de +1. Um coldre axilar de qualidade razoável custa mais ou menos $50 e não dá bônus algum. Um coldre barato, um não axilar, ou a falta de um coldre impõe um redutor de -1 à tentativa de esconder uma arma de fogo.
Objetos que se movem ou fazem barulho impõem um redutor de, no
mínimo, -1.",,
SKILL-221,SERVIÇO SECRETO - M|M,SERVIÇO SECRETO,Ladrões e Espiões,M,M,IQ,"
- IQ -6",Módulo Básico,66,"
- A capacidade de analisar e interpretar informações secretas (normalmente militares) a fim de avaliar os planos e recursos do inimigo.",,
SKILL-222,INTERROGATÓRIO - M|M,INTERROGATÓRIO,Ladrões e Espiões,M,M,IQ,"
- IQ -5",Módulo Básico,66,"
- Esta é a capacidade de interrogar um prisioneiro. Só é ensinada nos serviços secretos, polícias, penitenciárias, unidades militares e submundo.
- Para interrogar um prisioneiro é necessário vencer uma Disputa de Habilidades: sua perícia Interrogatório vs. a IQ do prisioneiro. O Mestre representará o prisioneiro (ou o interrogador, se você for o prisioneiro) e fará todas as jogadas em segredo.
- Cada teste cobrirá 5 minutos de interrogatório e um sucesso significará uma resposta correta a uma pergunta. No caso de uma falha, a vítima permanecerá em silêncio ou mentirá. No caso de uma falha ruim (margem maior ou igual a 5) significa que uma mentira convincente e bem construída será dita.
- Modificadores: +2 para interrogatórios longos (mais de duas horas); -5 se o nível de lealdade do prisioneiro para com seu líder for Muito Bom ou Excelente; +3 se forem feitas ameaças cruéis; +6 se for usada tortura.
- Note que “tortura” não significa necessariamente o uso de “pau-de-arara” ou “anjinhos”.
- Expor um prisioneiro ao objeto de sua fobia (v. pág. 35) será um método de tortura bastante eficaz, se a vítima falhar em seu teste de Vontade com o objetivo de suportar o medo. Uma ameaça à integridade de um ente querido também é um método de tortura. Lembre-se que torturar um prisioneiro é normalmente considerado um comportamento vil e poderá gerar represálias.",,
SKILL-223,LEITURA LABIAL - M|M,LEITURA LABIAL,Ladrões e Espiões,M,M,IQ,- VISÃO -10,Módulo Básico,66,"
- Esta é a habilidade de ver o que os outros estão dizendo. Para realizá-la é necessário estar a uma distância menor do que 6 metros, ou usar magia ou binóculos para fazer uma aproximação visual.
- Cada teste bem sucedido permitirá que você capte uma frase da conversa (presumindo, é claro, que você entende o idioma que está sendo falado).
- Se os observados suspeitarem que você é capaz de ler lábios, poderão ocultar a boca ou murmurar de modo a impossibilitar a leitura.
- Uma falha crítica num teste destes (se você estiver em algum lugar onde as vítimas podem vê-lo) significará que você os encarou demais e eles perceberam.
- Modificadores: Todos os de Visão (pág. 92).",,
SKILL-224,ARROMABAMENTO - M|M,ARROMABAMENTO,Ladrões e Espiões,M,M,IQ,"
- IQ -5",Módulo Básico,67,"
- Esta é a habilidade de abrir fechaduras, cadeados e cofres sem ter a chave ou a combinação. Cada tentativa gasta 1 minuto.
- Se você for bem sucedido e conseguir abrir o cadeado/fechadura, cada ponto da sua margem de sucesso diminuirá 5 segundos do tempo gasto. (Uma casa- forte, um cofre ou uma fechadura desafiadora podem exigir mais tempo, segundo a vontade do Mestre.)
- Note que se a fechadura tiver uma armadilha ou alarme ligado a ela, será necessário um teste de Armadilhas para ver se você consegue evitá-lo.
- Modificadores: -3 se você tiver apenas equipamento improvisado ao invés de gazuas verdadeiras; -5 se estiver escuro (trabalhando só com o tato); até +5 devido a equipamento de boa qualidade em cenários com NT alto. Informação “de dentro” dá bônus segundo critério do Mestre.",,
SKILL-225,PUNGA - F|D,PUNGA,Ladrões e Espiões,F,D,DX,"
- DX -4
- PRESTIDIGITAÇÃO -4",Módulo Básico,67,"
- Esta é a habilidade de tirar uma carteira, faca, etc., de alguém, ou “plantar” alguma coisa nele.
- Modificadores: +5 se a vítima estiver distraída; + 10 se ela estiver adormecida ou bêbada; até -5 para valores em um bolso interno e até -10 para um anel ou jóia similar.
- Se sua vítima estiver ciente de que alguém poderia tentar bater sua carteira, ou se ela for uma pessoa normalmente precavida, o Mestre deverá fazer uma Disputa entre a IQ da vítima (modificada pela Prontidão) e seu NH em Punga.
- Se a vítima tiver Manha, ela deverá usá-la ao invés de IQ.
- Pode ser necessário uma disputa semelhante para encobrir o ato de uma terceira pessoa que esteja observando você e a vítima.",,
SKILL-226,VENEFÍCIO - M|D,VENEFÍCIO,Ladrões e Espiões,M,D,IQ,"
- IQ -6
- QUÍMICA -5
- MEDICINA -3",Módulo Básico,67,"
- Tem também como nível pré-definido Culinária-3 ou Trato Social-3 na cultura adequada.
- Este é o conhecimento prático geral de venenos.
- Um teste bem sucedido permitir-lhe-á (entre outras coisas) reconhecer no campo uma planta portadora de veneno, destilar o veneno em uma forma útil, reconhecer um veneno pelo seu sabor em comida ou bebida, identificar um veneno pela observação de seus efeitos (bônus de +3 se for você a vítima), conhecer o antídoto adequado, reconhecer ou destilar
o antídoto a partir de suas fontes.
- Note que cada uma destas proezas exige um teste separado. Modificadores: Olfato e Paladar apurados ajudarão na identificação do veneno.",,
SKILL-227,CAPTAÇÃO - M|F,CAPTAÇÃO,Ladrões e Espiões,M,F,IQ,"
- IQ -4",Módulo Básico,67,"
- Esta é a habilidade em encontrar, recuperar ou improvisar objetos úteis que outros não são capazes de localizar.
- Cada tentativa leva uma hora. O captador não rouba necessariamente seu alvo — ele apenas o localiza (de algum modo) e depois o obtém pelos meios que forem necessários.
- Note que se o captador encontrar alguma coisa que está “presa”, ele deverá decidir sobre como tentará se apoderar dela, e talvez venha a ser necessário um teste de alguma outra perícia.
- Modificadores: Os que o Mestre achar necessários devido à raridade do objeto procurado.",,
SKILL-228,SOMBRA - M|M,SOMBRA,Ladrões e Espiões,M,M,IQ,"
- IQ -6
- FURTIVIDADE -4",Módulo Básico,67,"
- Esta é a habilidade de seguir uma outra pessoa em uma multidão sem ser notado. (Use Rastreamento e Furtividade quando estiver no campo.)
- Faça uma Disputa entre sua Sombra e a Visão da vítima a cada 10 minutos. Se ela vencer, você a terá perdido de vista. Se vencer por mais de 5 pontos, você terá sido visto.
- Modificadores: -2 ou mais (decisão do Mestre) se sua aparência for ímpar e -3 se a vítima o conhecer. Faça uma Disputa de Habilidades (sua Sombra contra a Furtividade ou Sombra dela) a cada 5 minutos, assim que a vítima perceber que está sendo seguida. Se ela vencer, terá conseguido escapar. Se perder por uma margem maior do que 5, ela pensará que escapou.
- Se você falhar criticamente, perderá a vítima de vista e seguirá a pessoa errada.
- Use as mesmas regras para seguir alguém em um carro ou veículo similar, mas o perseguidor estará submetido a um redutor de -2, por ser mais difícil seguir alguém nestas condições.",,
SKILL-229,PRESTIDIGITAÇÃO - F|D,PRESTIDIGITAÇÃO,Ladrões e Espiões,F,D,DX,,Módulo Básico,67,"
- Esta é a habilidade de “empalmar” pequenos objetos, fazer truques com moedas e cartas, etc
-  Cada sucesso em um teste de habilidade permitir-lhe-á fazer um pequeno “truque de mágica”. Uma falha significa que você errou o truque.
- Modificadores: -3 se a pessoa que você quer enganar tiver Visão Aguçada ou conhecer Prestidigitação; +3 se a iluminação for deficiente; +3 se você tiver um cúmplice para distrair a atenção da vítima; +5 se você tiver se preparado antecipadamente (cartas na manga, etc...).
- Esta perícia também pode ser usada para trapacear no jogo.
- Numa Disputa de Habilidades, um sucesso em um teste de Prestidigitação dar-lhe-á um bônus de +5 em seu teste de Jogo. Uma falha o denunciará como trapaceiro.",,
SKILL-230,FURTIVIDADE - F|M,FURTIVIDADE,Ladrões e Espiões,F,M,DX,"
- IQ -5
- DX -5",Módulo Básico,67,"
- Esta é a habilidade em se esconder e mover silenciosamente.
- Um sucesso em uma jogada de teste indicará que você é capaz de se esconder em qualquer lugar, menos num aposento completamente vazio, ou se movimentar tão quietamente que ninguém irá escutá-lo, ou seguir alguém sem ser notado (para seguir alguém no meio de uma multidão use a perícia Sombra já descrita).
- Modificadores: menos seu nível de Carga; -5 para se esconder em uma área sem “esconderijos” naturais; -5 para se mover silenciosamente se você estiver correndo ao invés de andar; -5 para enganar cães ao invés de pessoas.
- Se você estiver se movendo silenciosamente e alguém estiver escutando especificamente intrusos, o Mestre fará uma Disputa de Habilidades entre sua Furtividade e a Audição de seu oponente (v. pág. 92).
- Esta perícia também é usada para caçar, depois que você avistou o animal. Um teste bem sucedido (e mais ou menos 30 minutos) o levará a uma distância menor do que 30 metros da maioria dos animais. Outra jogada, com um redutor de -5, o colocará a 15 metros. Depois disso você terá que fazer um teste de sua habilidade com a arma para acertá-lo.",,
SKILL-231,MANHA - M|M,MANHA,Ladrões e Espiões,M,M,IQ,"
- IQ -5",Módulo Básico,67,"
- Esta é a habilidade de conviver bem com “má-companhia”.
- Um sucesso em um teste desta perícia pode (entre outras coisas) permitir que você descubra onde qualquer tipo de “ato” ilegal está ocorrendo; quais policiais ou burocratas locais podem ser comprados e por quanto; como contatar o submundo local, etc.
- Note que se você pertencer a uma organização com bons contatos (Sindicato dos Assassinos, Irmandade, polícia, Illuminati, etc...), poderá ser capaz de conseguir esta informação perguntando a um contato.
- “Manha” é uma medida de sua capacidade de fazer seus próprios contatos quando necessário.
- Numa situação (envolvendo pessoas do submundo ou de um bairro perigoso) que exija um teste de reação, você poderá substituí-lo por um teste de Manha; todos os modificadores de reação normais devem ser aplicados a esta jogada. Um sucesso significa que você conseguiu uma reação “Boa”. Uma falha significa uma reação “Ruim”.
- Modificadores para este Teste de Influência apenas: +3 se você tiver muita reputação (“boa” ou “má”) na área; -3 se você for claramente um estranho.",,
