consumable_id,consumable_name,consumable_box_name,consumable_tier,consumable_type,consumable_category,consumable_ingredients,consumable_duration,consumable_effect,consumable_toxicity,consumable_price,consumable_weight,consumable_description,consumable_observation,consumable_method,consumable_effect_area
BOMB-008,Granada de Chamas,Granada de Chamas | Excelente,Excelente,Bomba,Dano,,5 Turnos,"
- No impacto cria uma área de chamas.
- Causa 1d6 + 3 de dano de fogo nos alvos na área impactada.
- Alvos que entrarem na área irão sofrer 1d6 de dano de fogo pelo restante da duração.",,800,1.25,"
- Um recipiente de vidro reforçado preenchido por um líquido espesso de tonalidade laranja-avermelhada, atravessado por veios mais escuros que se movem lentamente como brasas submersas.
- Quando agitada, pequenas faíscas luminosas surgem e desaparecem no interior, e o conteúdo parece aquecer levemente o próprio frasco. Um pavio alquímico curto permanece selado no topo, liberando um discreto cheiro de resina queimada.
- Ao se romper, o líquido se espalha rapidamente e reage ao contato com o ar, incendiando-se quase instantaneamente.
- As chamas aderem às superfícies atingidas, espalhando calor intenso e crepitante que transforma o local em uma área perigosa, com labaredas que persistem por alguns instantes antes de se dissiparem.","
- Os alvos atigindos que não estiverem na área de efeito podemo gastar um turno para extinguir as chamas e encerrar o efeito da bomba.",,Área de 3 Hex
BOMB-009,Granada de Chamas,Granada de Chamas | Obra-Prima,Obra-Prima,Bomba,Dano,,6 Turnos,"
- No impacto cria uma área de chamas.
- Causa 1d6 + 3 de dano de fogo nos alvos na área impactada.
- Alvos que entrarem na área irão sofrer 1d6 + 3 de dano de fogo pelo restante da duração.",,1000,1.5,"
- Um recipiente de vidro reforçado preenchido por um líquido espesso de tonalidade laranja-avermelhada, atravessado por veios mais escuros que se movem lentamente como brasas submersas.
- Quando agitada, pequenas faíscas luminosas surgem e desaparecem no interior, e o conteúdo parece aquecer levemente o próprio frasco. Um pavio alquímico curto permanece selado no topo, liberando um discreto cheiro de resina queimada.
- Ao se romper, o líquido se espalha rapidamente e reage ao contato com o ar, incendiando-se quase instantaneamente.
- As chamas aderem às superfícies atingidas, espalhando calor intenso e crepitante que transforma o local em uma área perigosa, com labaredas que persistem por alguns instantes antes de se dissiparem.","
- Os alvos atigindos que não estiverem na área de efeito podemo gastar um turno para extinguir as chamas e encerrar o efeito da bomba.",,Área de 4 Hex
BOMB-010,Granada de Cola,Granada de Cola | Comum,Comum,Bomba,Utilidade,,2 Turnos,Cria uma área de superfície extremamente pegajosa.,,100,0.25,"
- Um frasco esférico de vidro espesso preenchido por um líquido viscoso de tonalidade negro-esverdeada com reflexos oleosos que se deformam lentamente à luz.
- O conteúdo move-se com extrema lentidão quando agitado, formando camadas espessas que parecem aderir ao próprio vidro. Pequenas bolhas ficam presas no interior, sugerindo uma substância densa e persistentemente pegajosa.
- Ao se romper, a mistura se espalha rapidamente pelo solo, expandindo-se em uma camada brilhante e irregular que gruda em tudo que toca.
- A superfície resultante parece viva — fios finos se esticam e se retraem quando algo tenta se mover, como se o chão tentasse segurar qualquer passo descuidado.","
- Qualquer criatura que entrar ou iniciar o turno na área deve realizar teste de HT ou DX (definir conforme sua adaptação) para resistir.
- Em caso de falha, sofre efeito equivalente à magia Pés Enraizados.
- Assim que a vítima resistir com sucesso, fica livre para agir dentro daquele hexágono específico.
- Ao pisar em outro hexágono pegajoso — mesmo um do qual já tenha escapado — deve realizar novo teste e pode sofrer Pés Enraizados novamente.",,Área de 2 Hex
BOMB-011,Granada de Cola,Granada de Cola | Boa,Boa,Bomba,Utilidade,,3 Turnos,Cria uma área de superfície extremamente pegajosa.,,200,0.5,"
- Um frasco esférico de vidro espesso preenchido por um líquido viscoso de tonalidade negro-esverdeada com reflexos oleosos que se deformam lentamente à luz.
- O conteúdo move-se com extrema lentidão quando agitado, formando camadas espessas que parecem aderir ao próprio vidro. Pequenas bolhas ficam presas no interior, sugerindo uma substância densa e persistentemente pegajosa.
- Ao se romper, a mistura se espalha rapidamente pelo solo, expandindo-se em uma camada brilhante e irregular que gruda em tudo que toca.
- A superfície resultante parece viva — fios finos se esticam e se retraem quando algo tenta se mover, como se o chão tentasse segurar qualquer passo descuidado.","
- Qualquer criatura que entrar ou iniciar o turno na área deve realizar teste de HT ou DX (definir conforme sua adaptação) para resistir.
- Em caso de falha, sofre efeito equivalente à magia Pés Enraizados.
- Assim que a vítima resistir com sucesso, fica livre para agir dentro daquele hexágono específico.
- Ao pisar em outro hexágono pegajoso — mesmo um do qual já tenha escapado — deve realizar novo teste e pode sofrer Pés Enraizados novamente.",,Área de 2 Hex
BOMB-012,Granada de Cola,Granada de Cola | Superior,Superior,Bomba,Utilidade,,4 Turnos,Cria uma área de superfície extremamente pegajosa.,,300,0.75,"
- Um frasco esférico de vidro espesso preenchido por um líquido viscoso de tonalidade negro-esverdeada com reflexos oleosos que se deformam lentamente à luz.
- O conteúdo move-se com extrema lentidão quando agitado, formando camadas espessas que parecem aderir ao próprio vidro. Pequenas bolhas ficam presas no interior, sugerindo uma substância densa e persistentemente pegajosa.
- Ao se romper, a mistura se espalha rapidamente pelo solo, expandindo-se em uma camada brilhante e irregular que gruda em tudo que toca.
- A superfície resultante parece viva — fios finos se esticam e se retraem quando algo tenta se mover, como se o chão tentasse segurar qualquer passo descuidado.","
- Qualquer criatura que entrar ou iniciar o turno na área deve realizar teste de HT ou DX (definir conforme sua adaptação) para resistir.
- Em caso de falha, sofre efeito equivalente à magia Pés Enraizados.
- Assim que a vítima resistir com sucesso, fica livre para agir dentro daquele hexágono específico.
- Ao pisar em outro hexágono pegajoso — mesmo um do qual já tenha escapado — deve realizar novo teste e pode sofrer Pés Enraizados novamente.",,Área de 3 Hex
BOMB-013,Granada de Cola,Granada de Cola | Excelente,Excelente,Bomba,Utilidade,,5 Turnos,Cria uma área de superfície extremamente pegajosa.,,400,1.0,"
- Um frasco esférico de vidro espesso preenchido por um líquido viscoso de tonalidade negro-esverdeada com reflexos oleosos que se deformam lentamente à luz.
- O conteúdo move-se com extrema lentidão quando agitado, formando camadas espessas que parecem aderir ao próprio vidro. Pequenas bolhas ficam presas no interior, sugerindo uma substância densa e persistentemente pegajosa.
- Ao se romper, a mistura se espalha rapidamente pelo solo, expandindo-se em uma camada brilhante e irregular que gruda em tudo que toca.
- A superfície resultante parece viva — fios finos se esticam e se retraem quando algo tenta se mover, como se o chão tentasse segurar qualquer passo descuidado.","
- Qualquer criatura que entrar ou iniciar o turno na área deve realizar teste de HT ou DX (definir conforme sua adaptação) para resistir.
- Em caso de falha, sofre efeito equivalente à magia Pés Enraizados.
- Assim que a vítima resistir com sucesso, fica livre para agir dentro daquele hexágono específico.
- Ao pisar em outro hexágono pegajoso — mesmo um do qual já tenha escapado — deve realizar novo teste e pode sofrer Pés Enraizados novamente.",,Área de 3 Hex
BOMB-014,Granada de Cola,Granada de Cola | Obra-Prima,Obra-Prima,Bomba,Utilidade,,6 Turnos,Cria uma área de superfície extremamente pegajosa.,,500,1.25,"
- Um frasco esférico de vidro espesso preenchido por um líquido viscoso de tonalidade negro-esverdeada com reflexos oleosos que se deformam lentamente à luz.
- O conteúdo move-se com extrema lentidão quando agitado, formando camadas espessas que parecem aderir ao próprio vidro. Pequenas bolhas ficam presas no interior, sugerindo uma substância densa e persistentemente pegajosa.
- Ao se romper, a mistura se espalha rapidamente pelo solo, expandindo-se em uma camada brilhante e irregular que gruda em tudo que toca.
- A superfície resultante parece viva — fios finos se esticam e se retraem quando algo tenta se mover, como se o chão tentasse segurar qualquer passo descuidado.","
- Qualquer criatura que entrar ou iniciar o turno na área deve realizar teste de HT ou DX (definir conforme sua adaptação) para resistir.
- Em caso de falha, sofre efeito equivalente à magia Pés Enraizados.
- Assim que a vítima resistir com sucesso, fica livre para agir dentro daquele hexágono específico.
- Ao pisar em outro hexágono pegajoso — mesmo um do qual já tenha escapado — deve realizar novo teste e pode sofrer Pés Enraizados novamente.",,Área de 4 Hex
BOMB-015,Granada de Graxa,Granada de Graxa | Comum,Comum,Bomba,Utilidade,,2 Turnos,Cria uma área extremamente escorregadia.,,100,0.25,"
- Um frasco esférico de vidro espesso preenchido por um líquido translúcido de tonalidade amarelada com brilho oleoso intenso.
- Mesmo parado, o conteúdo parece deslizar sobre si mesmo, formando camadas suaves que nunca permanecem estáveis por muito tempo. Quando agitado, o líquido se espalha pelo interior do vidro em um movimento rápido e silencioso, deixando trilhas lisas que desaparecem quase instantaneamente.
- Ao se romper, a substância se espalha em uma camada fina e reluzente que transforma o terreno em uma superfície traiçoeira.
- A luz reflete em padrões irregulares, denunciando o perigo: passos perdem firmeza, apoios falham e movimentos tornam-se incertos, como se o chão tivesse sido polido até a impossibilidade de aderência.","
- Qualquer criatura que entrar em um hexágono da área deve realizar teste de DX-2; em caso de falha, cai.
- Uma nova rolagem de DX-2 é necessária para se levantar (não é necessária para sentar ou ajoelhar).
- Enquanto estiver na área: –3 em ataques corpo a corpo e defesas ativas; –2 em outras habilidades físicas, incluindo ataques com projéteis e armas de arremesso.
- Pode ser aplicada em superfícies verticais, tornando a escalada impossível enquanto durar o efeito.
- Superfícies com inclinação intermediária ficam a critério do mestre.",,Área de 2 Hex
BOMB-016,Granada de Graxa,Granada de Graxa | Boa,Boa,Bomba,Utilidade,,3 Turnos,Cria uma área extremamente escorregadia.,,200,0.5,"
- Um frasco esférico de vidro espesso preenchido por um líquido translúcido de tonalidade amarelada com brilho oleoso intenso.
- Mesmo parado, o conteúdo parece deslizar sobre si mesmo, formando camadas suaves que nunca permanecem estáveis por muito tempo. Quando agitado, o líquido se espalha pelo interior do vidro em um movimento rápido e silencioso, deixando trilhas lisas que desaparecem quase instantaneamente.
- Ao se romper, a substância se espalha em uma camada fina e reluzente que transforma o terreno em uma superfície traiçoeira.
- A luz reflete em padrões irregulares, denunciando o perigo: passos perdem firmeza, apoios falham e movimentos tornam-se incertos, como se o chão tivesse sido polido até a impossibilidade de aderência.","
- Qualquer criatura que entrar em um hexágono da área deve realizar teste de DX-2; em caso de falha, cai.
- Uma nova rolagem de DX-2 é necessária para se levantar (não é necessária para sentar ou ajoelhar).
- Enquanto estiver na área: –3 em ataques corpo a corpo e defesas ativas; –2 em outras habilidades físicas, incluindo ataques com projéteis e armas de arremesso.
- Pode ser aplicada em superfícies verticais, tornando a escalada impossível enquanto durar o efeito.
- Superfícies com inclinação intermediária ficam a critério do mestre.",,Área de 2 Hex
BOMB-017,Granada de Graxa,Granada de Graxa | Superior,Superior,Bomba,Utilidade,,4 Turnos,Cria uma área extremamente escorregadia.,,300,0.75,"
- Um frasco esférico de vidro espesso preenchido por um líquido translúcido de tonalidade amarelada com brilho oleoso intenso.
- Mesmo parado, o conteúdo parece deslizar sobre si mesmo, formando camadas suaves que nunca permanecem estáveis por muito tempo. Quando agitado, o líquido se espalha pelo interior do vidro em um movimento rápido e silencioso, deixando trilhas lisas que desaparecem quase instantaneamente.
- Ao se romper, a substância se espalha em uma camada fina e reluzente que transforma o terreno em uma superfície traiçoeira.
- A luz reflete em padrões irregulares, denunciando o perigo: passos perdem firmeza, apoios falham e movimentos tornam-se incertos, como se o chão tivesse sido polido até a impossibilidade de aderência.","
- Qualquer criatura que entrar em um hexágono da área deve realizar teste de DX-2; em caso de falha, cai.
- Uma nova rolagem de DX-2 é necessária para se levantar (não é necessária para sentar ou ajoelhar).
- Enquanto estiver na área: –3 em ataques corpo a corpo e defesas ativas; –2 em outras habilidades físicas, incluindo ataques com projéteis e armas de arremesso.
- Pode ser aplicada em superfícies verticais, tornando a escalada impossível enquanto durar o efeito.
- Superfícies com inclinação intermediária ficam a critério do mestre.",,Área de 3 Hex
BOMB-018,Granada de Graxa,Granada de Graxa | Excelente,Excelente,Bomba,Utilidade,,5 Turnos,Cria uma área extremamente escorregadia.,,400,1.0,"
- Um frasco esférico de vidro espesso preenchido por um líquido translúcido de tonalidade amarelada com brilho oleoso intenso.
- Mesmo parado, o conteúdo parece deslizar sobre si mesmo, formando camadas suaves que nunca permanecem estáveis por muito tempo. Quando agitado, o líquido se espalha pelo interior do vidro em um movimento rápido e silencioso, deixando trilhas lisas que desaparecem quase instantaneamente.
- Ao se romper, a substância se espalha em uma camada fina e reluzente que transforma o terreno em uma superfície traiçoeira.
- A luz reflete em padrões irregulares, denunciando o perigo: passos perdem firmeza, apoios falham e movimentos tornam-se incertos, como se o chão tivesse sido polido até a impossibilidade de aderência.","
- Qualquer criatura que entrar em um hexágono da área deve realizar teste de DX-2; em caso de falha, cai.
- Uma nova rolagem de DX-2 é necessária para se levantar (não é necessária para sentar ou ajoelhar).
- Enquanto estiver na área: –3 em ataques corpo a corpo e defesas ativas; –2 em outras habilidades físicas, incluindo ataques com projéteis e armas de arremesso.
- Pode ser aplicada em superfícies verticais, tornando a escalada impossível enquanto durar o efeito.
- Superfícies com inclinação intermediária ficam a critério do mestre.",,Área de 3 Hex
BOMB-019,Granada de Graxa,Granada de Graxa | Obra-Prima,Obra-Prima,Bomba,Utilidade,,6 Turnos,Cria uma área extremamente escorregadia.,,500,1.25,"
- Um frasco esférico de vidro espesso preenchido por um líquido translúcido de tonalidade amarelada com brilho oleoso intenso.
- Mesmo parado, o conteúdo parece deslizar sobre si mesmo, formando camadas suaves que nunca permanecem estáveis por muito tempo. Quando agitado, o líquido se espalha pelo interior do vidro em um movimento rápido e silencioso, deixando trilhas lisas que desaparecem quase instantaneamente.
- Ao se romper, a substância se espalha em uma camada fina e reluzente que transforma o terreno em uma superfície traiçoeira.
- A luz reflete em padrões irregulares, denunciando o perigo: passos perdem firmeza, apoios falham e movimentos tornam-se incertos, como se o chão tivesse sido polido até a impossibilidade de aderência.","
- Qualquer criatura que entrar em um hexágono da área deve realizar teste de DX-2; em caso de falha, cai.
- Uma nova rolagem de DX-2 é necessária para se levantar (não é necessária para sentar ou ajoelhar).
- Enquanto estiver na área: –3 em ataques corpo a corpo e defesas ativas; –2 em outras habilidades físicas, incluindo ataques com projéteis e armas de arremesso.
- Pode ser aplicada em superfícies verticais, tornando a escalada impossível enquanto durar o efeito.
- Superfícies com inclinação intermediária ficam a critério do mestre.",,Área de 4 Hex
BOMB-020,Bomba de Fumaça,Bomba de Fumaça | Comum,Comum,Bomba,Utilidade,,2 Turnos,Cria uma área de fumaça pesada,,100,0.25,"
- Um pequeno cilindro metálico de paredes finas, selado com tampa rosqueada e um anel de ativação discreto.
- Ao ser acionado, emite um estalo seco seguido por um jato denso de fumaça que se expande com surpreendente rapidez. A névoa gerada é espessa, de tonalidade acinzentada ou levemente esbranquiçada, espalhando-se em redemoinhos pesados que abraçam o chão antes de subir lentamente.
- A fumaça tem cheiro levemente acre e textura quase palpável — não queime, mas irrita olhos e garganta se inalada por muito tempo.
- Em poucos segundos, o ambiente se torna um mar turvo de silhuetas imprecisas, onde formas se desfazem a poucos passos de distância. Sons parecem mais próximos do que realmente estão, e a orientação espacial torna-se incerta.","
- Visão além de 1 Hex sofre -4 de penalidade.
- Visão além de 2 metros é impossível (apenas silhuetas).
- Ataques à distância contra alvos dentro da fumaça sofrem –4 (ou mais, a critério do Mestre).",,Área de 2 Hex
BOMB-021,Bomba de Fumaça,Bomba de Fumaça | Boa,Boa,Bomba,Utilidade,,3 Turnos,Cria uma área de fumaça pesada,,200,0.5,"
- Um pequeno cilindro metálico de paredes finas, selado com tampa rosqueada e um anel de ativação discreto.
- Ao ser acionado, emite um estalo seco seguido por um jato denso de fumaça que se expande com surpreendente rapidez. A névoa gerada é espessa, de tonalidade acinzentada ou levemente esbranquiçada, espalhando-se em redemoinhos pesados que abraçam o chão antes de subir lentamente.
- A fumaça tem cheiro levemente acre e textura quase palpável — não queime, mas irrita olhos e garganta se inalada por muito tempo.
- Em poucos segundos, o ambiente se torna um mar turvo de silhuetas imprecisas, onde formas se desfazem a poucos passos de distância. Sons parecem mais próximos do que realmente estão, e a orientação espacial torna-se incerta.","
- Visão além de 1 Hex sofre -4 de penalidade.
- Visão além de 2 metros é impossível (apenas silhuetas).
- Ataques à distância contra alvos dentro da fumaça sofrem –4 (ou mais, a critério do Mestre).",,Área de 2 Hex
BOMB-022,Bomba de Fumaça,Bomba de Fumaça | Superior,Superior,Bomba,Utilidade,,4 Turnos,Cria uma área de fumaça pesada,,300,0.75,"
- Um pequeno cilindro metálico de paredes finas, selado com tampa rosqueada e um anel de ativação discreto.
- Ao ser acionado, emite um estalo seco seguido por um jato denso de fumaça que se expande com surpreendente rapidez. A névoa gerada é espessa, de tonalidade acinzentada ou levemente esbranquiçada, espalhando-se em redemoinhos pesados que abraçam o chão antes de subir lentamente.
- A fumaça tem cheiro levemente acre e textura quase palpável — não queime, mas irrita olhos e garganta se inalada por muito tempo.
- Em poucos segundos, o ambiente se torna um mar turvo de silhuetas imprecisas, onde formas se desfazem a poucos passos de distância. Sons parecem mais próximos do que realmente estão, e a orientação espacial torna-se incerta.","
- Visão além de 1 Hex sofre -4 de penalidade.
- Visão além de 2 metros é impossível (apenas silhuetas).
- Ataques à distância contra alvos dentro da fumaça sofrem –4 (ou mais, a critério do Mestre).",,Área de 3 Hex
BOMB-023,Bomba de Fumaça,Bomba de Fumaça | Excelente,Excelente,Bomba,Utilidade,,5 Turnos,Cria uma área de fumaça pesada,,400,1.0,"
- Um pequeno cilindro metálico de paredes finas, selado com tampa rosqueada e um anel de ativação discreto.
- Ao ser acionado, emite um estalo seco seguido por um jato denso de fumaça que se expande com surpreendente rapidez. A névoa gerada é espessa, de tonalidade acinzentada ou levemente esbranquiçada, espalhando-se em redemoinhos pesados que abraçam o chão antes de subir lentamente.
- A fumaça tem cheiro levemente acre e textura quase palpável — não queime, mas irrita olhos e garganta se inalada por muito tempo.
- Em poucos segundos, o ambiente se torna um mar turvo de silhuetas imprecisas, onde formas se desfazem a poucos passos de distância. Sons parecem mais próximos do que realmente estão, e a orientação espacial torna-se incerta.","
- Visão além de 1 Hex sofre -4 de penalidade.
- Visão além de 2 metros é impossível (apenas silhuetas).
- Ataques à distância contra alvos dentro da fumaça sofrem –4 (ou mais, a critério do Mestre).",,Área de 3 Hex
BOMB-024,Bomba de Fumaça,Bomba de Fumaça | Obra-Prima,Obra-Prima,Bomba,Utilidade,,6 Turnos,Cria uma área de fumaça pesada,,500,1.25,"
- Um pequeno cilindro metálico de paredes finas, selado com tampa rosqueada e um anel de ativação discreto.
- Ao ser acionado, emite um estalo seco seguido por um jato denso de fumaça que se expande com surpreendente rapidez. A névoa gerada é espessa, de tonalidade acinzentada ou levemente esbranquiçada, espalhando-se em redemoinhos pesados que abraçam o chão antes de subir lentamente.
- A fumaça tem cheiro levemente acre e textura quase palpável — não queime, mas irrita olhos e garganta se inalada por muito tempo.
- Em poucos segundos, o ambiente se torna um mar turvo de silhuetas imprecisas, onde formas se desfazem a poucos passos de distância. Sons parecem mais próximos do que realmente estão, e a orientação espacial torna-se incerta.","
- Visão além de 1 Hex sofre -4 de penalidade.
- Visão além de 2 metros é impossível (apenas silhuetas).
- Ataques à distância contra alvos dentro da fumaça sofrem –4 (ou mais, a critério do Mestre).",,Área de 4 Hex
BOMB-025,Bomba de Luz,Bomba de Luz | Comum,Comum,Bomba,Utilidade,,Instantânea,"Explosão luminosa que cega, temporariamente, aqueles que estejam olhando diretamente ou periféricamente para o centro da detonação.",,100,0.25,"
- Um pequeno artefato cilíndrico de metal claro, com ranhuras laterais para melhor empunhadura e um anel de ativação firme.
- Ao ser acionado, emite um silvo curto e quase imperceptível — seguido por um clarão branco-absoluto que rasga o ambiente como um relâmpago contido em espaço fechado.
- A luz não apenas ilumina: ela invade. Por uma fração de segundo, todas as sombras desaparecem. Contornos se dissolvem. A visão se torna puro branco. O mundo é reduzido a um estilhaço luminoso que parece atravessar as pálpebras fechadas.
- Mesmo quem não esteja diretamente na área da explosão pode ser afetado se estiver olhando para o centro do clarão — a intensidade do pulso luminoso se propaga em linha de visão, expandindo seu efeito muito além do ponto físico de detonação.
- Após o estouro, restam manchas coloridas dançando no campo visual, silhuetas invertidas e uma sensação de desorientação abrupta. O silêncio que segue parece pesado demais, como se o mundo tivesse piscado e ainda não tivesse voltado completamente.","
- Qualquer criatura com linha de visão para o ponto de detonação realiza um teste de HT -2.
- Em caso de falha, cegueira por 2 turnos.
- Em caso de falha crítica, cegueira por 4 Turnos.
- Em caso de sucesso, redutor de -1 em qualquer teste de habilidade para acertar um alvo.
- Em lugares fechados, a área de efeito é multiplicada por 2.",,Área de 4 Hex
BOMB-026,Bomba de Luz,Bomba de Luz | Boa,Boa,Bomba,Utilidade,,Instantânea,"Explosão luminosa que cega, temporariamente, aqueles que estejam olhando diretamente ou periféricamente para o centro da detonação.",,200,0.5,"
- Um pequeno artefato cilíndrico de metal claro, com ranhuras laterais para melhor empunhadura e um anel de ativação firme.
- Ao ser acionado, emite um silvo curto e quase imperceptível — seguido por um clarão branco-absoluto que rasga o ambiente como um relâmpago contido em espaço fechado.
- A luz não apenas ilumina: ela invade. Por uma fração de segundo, todas as sombras desaparecem. Contornos se dissolvem. A visão se torna puro branco. O mundo é reduzido a um estilhaço luminoso que parece atravessar as pálpebras fechadas.
- Mesmo quem não esteja diretamente na área da explosão pode ser afetado se estiver olhando para o centro do clarão — a intensidade do pulso luminoso se propaga em linha de visão, expandindo seu efeito muito além do ponto físico de detonação.
- Após o estouro, restam manchas coloridas dançando no campo visual, silhuetas invertidas e uma sensação de desorientação abrupta. O silêncio que segue parece pesado demais, como se o mundo tivesse piscado e ainda não tivesse voltado completamente.","
- Qualquer criatura com linha de visão para o ponto de detonação realiza um teste de HT -3.
- Em caso de falha, cegueira por 2 turnos.
- Em caso de falha crítica, cegueira por 4 Turnos.
- Em caso de sucesso, redutor de -1 em qualquer teste de habilidade para acertar um alvo.
- Em lugares fechados, a área de efeito é multiplicada por 2.",,Área de 4 Hex
BOMB-027,Bomba de Luz,Bomba de Luz | Superior,Superior,Bomba,Utilidade,,Instantânea,"Explosão luminosa que cega, temporariamente, aqueles que estejam olhando diretamente ou periféricamente para o centro da detonação.",,300,0.75,"
- Um pequeno artefato cilíndrico de metal claro, com ranhuras laterais para melhor empunhadura e um anel de ativação firme.
- Ao ser acionado, emite um silvo curto e quase imperceptível — seguido por um clarão branco-absoluto que rasga o ambiente como um relâmpago contido em espaço fechado.
- A luz não apenas ilumina: ela invade. Por uma fração de segundo, todas as sombras desaparecem. Contornos se dissolvem. A visão se torna puro branco. O mundo é reduzido a um estilhaço luminoso que parece atravessar as pálpebras fechadas.
- Mesmo quem não esteja diretamente na área da explosão pode ser afetado se estiver olhando para o centro do clarão — a intensidade do pulso luminoso se propaga em linha de visão, expandindo seu efeito muito além do ponto físico de detonação.
- Após o estouro, restam manchas coloridas dançando no campo visual, silhuetas invertidas e uma sensação de desorientação abrupta. O silêncio que segue parece pesado demais, como se o mundo tivesse piscado e ainda não tivesse voltado completamente.","
- Qualquer criatura com linha de visão para o ponto de detonação realiza um teste de HT -4.
- Em caso de falha, cegueira por 2 turnos.
- Em caso de falha crítica, cegueira por 4 Turnos.
- Em caso de sucesso, redutor de -1 em qualquer teste de habilidade para acertar um alvo.
- Em lugares fechados, a área de efeito é multiplicada por 2.",,Área de 5 Hex
BOMB-028,Bomba de Luz,Bomba de Luz | Excelente,Excelente,Bomba,Utilidade,,Instantânea,"Explosão luminosa que cega, temporariamente, aqueles que estejam olhando diretamente ou periféricamente para o centro da detonação.",,400,1.0,"
- Um pequeno artefato cilíndrico de metal claro, com ranhuras laterais para melhor empunhadura e um anel de ativação firme.
- Ao ser acionado, emite um silvo curto e quase imperceptível — seguido por um clarão branco-absoluto que rasga o ambiente como um relâmpago contido em espaço fechado.
- A luz não apenas ilumina: ela invade. Por uma fração de segundo, todas as sombras desaparecem. Contornos se dissolvem. A visão se torna puro branco. O mundo é reduzido a um estilhaço luminoso que parece atravessar as pálpebras fechadas.
- Mesmo quem não esteja diretamente na área da explosão pode ser afetado se estiver olhando para o centro do clarão — a intensidade do pulso luminoso se propaga em linha de visão, expandindo seu efeito muito além do ponto físico de detonação.
- Após o estouro, restam manchas coloridas dançando no campo visual, silhuetas invertidas e uma sensação de desorientação abrupta. O silêncio que segue parece pesado demais, como se o mundo tivesse piscado e ainda não tivesse voltado completamente.","
- Qualquer criatura com linha de visão para o ponto de detonação realiza um teste de HT -5.
- Em caso de falha, cegueira por 2 turnos.
- Em caso de falha crítica, cegueira por 4 Turnos.
- Em caso de sucesso, redutor de -1 em qualquer teste de habilidade para acertar um alvo.
- Em lugares fechados, a área de efeito é multiplicada por 2.",,Área de 5 Hex
BOMB-029,Bomba de Luz,Bomba de Luz | Obra-Prima,Obra-Prima,Bomba,Utilidade,,Instantânea,"Explosão luminosa que cega, temporariamente, aqueles que estejam olhando diretamente ou periféricamente para o centro da detonação.",,500,1.25,"
- Um pequeno artefato cilíndrico de metal claro, com ranhuras laterais para melhor empunhadura e um anel de ativação firme.
- Ao ser acionado, emite um silvo curto e quase imperceptível — seguido por um clarão branco-absoluto que rasga o ambiente como um relâmpago contido em espaço fechado.
- A luz não apenas ilumina: ela invade. Por uma fração de segundo, todas as sombras desaparecem. Contornos se dissolvem. A visão se torna puro branco. O mundo é reduzido a um estilhaço luminoso que parece atravessar as pálpebras fechadas.
- Mesmo quem não esteja diretamente na área da explosão pode ser afetado se estiver olhando para o centro do clarão — a intensidade do pulso luminoso se propaga em linha de visão, expandindo seu efeito muito além do ponto físico de detonação.
- Após o estouro, restam manchas coloridas dançando no campo visual, silhuetas invertidas e uma sensação de desorientação abrupta. O silêncio que segue parece pesado demais, como se o mundo tivesse piscado e ainda não tivesse voltado completamente.","
- Qualquer criatura com linha de visão para o ponto de detonação realiza um teste de HT -6.
- Em caso de falha, cegueira por 2 turnos.
- Em caso de falha crítica, cegueira por 4 Turnos.
- Em caso de sucesso, redutor de -1 em qualquer teste de habilidade para acertar um alvo.
- Em lugares fechados, a área de efeito é multiplicada por 2.",,Área de 7 Hex
BOMB-030,Granada Elétrica,Granada Elétrica | Comum,Comum,Bomba,Utilidade,,Instantânea,Explosão elétrica que paraliza qualquer criatura por 1 Turno.,,100,0.25,"
- Um cilindro robusto revestido por placas segmentadas e pequenos condutores metálicos visíveis sob uma malha protetora.
- Ao ser ativada, emite um zumbido crescente, como o carregamento de um capacitor prestes a romper seu limite. No momento da detonação, não há fogo nem estilhaços — apenas um pulso seco seguido por uma explosão de ar azul-esbranquiçado que se ramifica em arcos elétricos curtos e violentos.
- Após a descarga, permanece no ar um cheiro leve de ozônio e o eco do estalo elétrico dissipando-se.
- A descarga não se propaga como um raio contínuo, mas como uma onda súbita de energia estática condensada. O ar crepita. Pelos se eriçam. Músculos contraem involuntariamente. Pequenas faíscas saltam entre armaduras metálicas, armas e superfícies úmidas.
- Quem estiver próximo sente o impacto atravessar o corpo como um espasmo profundo — não é dor intensa, mas uma interrupção abrupta do controle muscular. Por um instante, o corpo simplesmente deixa de obedecer.","
- Qualquer criatura dentro da área realiza teste de HT-3.
- Em caso de falha, fica atordoado.
- Em caso de falha crítica, fica atordoado e cai de joelhos; perde a próxima ação depois do atordoamente automáticamente.
- Alvos usando armaduras pesadas sofrem -1 adicional no teste de HT.
- Em superfícies molhadas a área de efeito é multiplicada por 2.
- Em caso de sucesso, sofre -2 de DX no próximo turno devido a espasmos residuais.",,Área de 2 Hex
